Grado,N_Total,Media_General,Pct_Retiro_Cero,N_Retiro_Positivo,Media_Retiro_Positivo,Max_Retiro
G1,30702,0.00860515731874145,87.57735652400494,3814,0.06926993707393814,1.0
G2,30702,0.010924046739626082,85.51234447267278,4448,0.0754024467176259,1.0
G3,30702,0.013442653605628296,84.23881180379128,4839,0.08528959516429015,1.0
G4,30702,0.01664796739626083,83.37567585173605,5104,0.10014222080721004,1.0
G5,30702,0.016509315582046772,84.97817731743861,4612,0.10990221313963575,1.0
