cod_mod,anexo,pred_retiro_g1,prob_retiro_g1,pred_retiro_g2,prob_retiro_g2,pred_retiro_g3,prob_retiro_g3,pred_retiro_g4,prob_retiro_g4,pred_retiro_g5,prob_retiro_g5
1170562,0,0.0,0.179447328532646,0.0,0.35459294116840884,0.0,0.3521666402556402,0.0,0.22273748699591325,0.0,0.13708033038812897
1175405,0,0.0,0.24812792439235315,0.0,0.07014608684226341,0.0,0.4281450397050931,0.0,0.22302374858049595,0.0,0.11148671179979856
1187566,0,0.0,0.22495941666890004,0.0,0.3037393810384595,0.0,0.28107652197560745,0.0,0.3126672074615708,0.0,0.18676653018271233
724542,0,0.0,0.270269319369547,0.0,0.14368313613653205,0.0,0.1288865534460924,0.0,0.08660339616083527,0.0,0.32375929054090286
697136,0,0.0,0.3069972777546086,0.0,0.13432029620219094,0.0,0.14477647902938023,0.0,0.17361846033860392,0.0,0.08119453696580234
394312,0,0.0,0.070681479199099,0.0,0.19082468655096504,0.0,0.42415606712926585,0.0,0.055580154334004754,0.0,0.17826778637972418
394304,0,0.0,0.3153957018425376,0.009462868149179649,0.6448837760713549,0.0,0.4599102973298892,0.0,0.3303167818163307,0.0,0.13203494593567783
1169549,0,0.0,0.23777859533835446,0.0,0.43697733081910684,0.0,0.17357572766592022,0.0,0.2569939681446171,0.0,0.16004982774721038
1172238,0,0.0,0.21084690941431322,0.0,0.2693402140444255,0.0,0.27156212720624345,0.0,0.23143649280684966,0.0,0.18632023322278576
577841,0,0.0,0.32251320799138466,0.012613187003450795,0.7713779949774637,0.0,0.4421996660588743,0.0,0.40461819641397845,0.0,0.4418776426558154
577924,0,0.0,0.36022966086186353,0.05544434228754453,0.5613148843613166,0.06521827186115636,0.5829915859749353,0.0,0.3972213294947112,0.0,0.38767268264141774
660860,0,0.0,0.10144942862103987,0.0,0.3494280476855548,0.0,0.3761083848664758,0.0,0.3594131126054988,0.0,0.3636248304599041
758060,0,0.048799635397324445,0.598361284271175,0.06216353879759681,0.8555289725293151,0.07697419197548395,0.6578023590387747,0.07166485420794896,0.6835499679795776,0.059091226653591046,0.7640551942840978
635284,0,0.016711582897475617,0.8478379965230279,0.021123836055263096,0.8602549619441745,0.009659163009615097,0.9345751328915859,0.017079645599330454,0.9242395198762461,0.018179036954907093,0.8591630388481671
395061,0,0.01613187722135508,0.5177132114814809,0.022933441315128575,0.6229681155214215,0.013117920524534593,0.7980736819278048,0.02498446068280936,0.7979034018733497,0.0409964810660168,0.5672811309945761
395269,0,0.015468552182359213,0.6694443079772201,0.0,0.47904499178998905,0.0249915599864238,0.7526969591685666,0.05603992108323955,0.6553168883700402,0.027025974877807005,0.9047853634766336
757955,0,0.01829097972639363,0.8745292761750111,0.02575688140261823,0.8384286052817579,0.05166275734223286,0.7500760702948392,0.05055559442065837,0.6334784854171482,0.05410113488448197,0.8588812973194051
547877,0,0.03046099271198671,0.8518570723441086,0.019503700518981038,0.828844036640466,0.036470314155019404,0.8219062277552048,0.055599144959886666,0.8066378781678036,0.06755608953583887,0.8672213328776108
757930,0,0.029332262259137168,0.803293633664384,0.046646592817368514,0.7446551701824217,0.027742801509644758,0.7234500101593744,0.038595820315874774,0.8352529506058235,0.03918686783300798,0.8136765719080974
635318,0,0.0322624076128492,0.8412796147414575,0.05014798327513235,0.8901785540849698,0.05863456066956047,0.7419316812497078,0.06041871442805101,0.8811474394377624,0.029988102759391223,0.9115123992483241
757922,0,0.012383396611916793,0.6859270882930795,0.01924269907439367,0.7773178049569772,0.02534760476986434,0.6059115874841171,0.026768257202525014,0.8491681364686515,0.036958876087284015,0.5497240921163978
577783,0,0.014013750860532265,0.6422674397836391,0.027657082926448168,0.7253692928281348,0.026294805963868115,0.7638945183145789,0.0503491332062125,0.6941446737617163,0.03500938885980513,0.7260444679336182
508267,0,0.013598211017930396,0.5319590282435147,0.0,0.29659389868956787,0.02981482029844933,0.5050446202241486,0.027733783106624197,0.5068951873678192,0.0,0.41252532835537187
508168,0,0.03401085346511636,0.7397351688136179,0.0,0.45065054642773617,0.04271375847693501,0.7261749646635224,0.04643065213170823,0.6247096288211968,0.04165818510748117,0.5591251742735347
547976,0,0.013610272261788015,0.7747199861386694,0.024370652026374603,0.6201126378305902,0.018473209414679503,0.8619512910403669,0.017994534219086054,0.7274810325727484,0.04780805855604895,0.7478310260917701
395251,0,0.012299972417519484,0.7883801441517096,0.024025267347889238,0.7311635398482601,0.01966734565436136,0.7281023738569384,0.055472468369877195,0.7396327521761976,0.05583887004089004,0.8751276924083996
394775,0,0.017738348668856447,0.8135397893929702,0.018554902238520278,0.849786904305928,0.01909648002452627,0.9453154704537274,0.0323206836635051,0.9448725722423441,0.03670584177439965,0.9522553544065221
587485,0,0.029241370654553154,0.6983064719772495,0.03025556514533033,0.7803932259485086,0.04449536815756933,0.8379430704547409,0.05365631218620615,0.5306440941459255,0.04249730078335502,0.6824187563923793
395236,0,0.0,0.22060346692465307,0.0,0.11363342732293735,0.0,0.08693497910256835,0.0,0.008398869978695192,0.0,0.06804632758877967
394825,0,0.025010647910959662,0.671454029546739,0.0,0.44593960955615725,0.0,0.27751356945318406,0.0,0.24790215426105408,0.0,0.4758845389949686
523431,0,0.0,0.48581322914044345,0.0,0.0831501138605243,0.04538507885071006,0.6708079473667912,0.0,0.2237312547053925,0.0,0.04652290456933511
577817,0,0.028738551909315322,0.6774731804471641,0.0,0.4992821643768889,0.028705726589530276,0.6833097862544918,0.03205411100197949,0.6092307587994914,0.04700281105429303,0.5496033312233229
577908,0,0.03765436157666493,0.6252355595199549,0.0267106400710799,0.7674888929572591,0.03865227256753308,0.8809614433136345,0.03824806146810321,0.861312958629475,0.057162297983616224,0.7764311708892688
544957,0,0.026818327338044345,0.8292409318963176,0.025290964615296053,0.9322503581457203,0.0525185573230858,0.8663621117040746,0.032199609916665255,0.9106997114587275,0.024509834505619388,0.9341821019273736
545251,0,0.033007930625985976,0.7344100845513878,0.025913707884995703,0.5982371095068337,0.05320039285777413,0.6157659711435921,0.11387630731901913,0.6450455143874404,0.06882455083270338,0.6432683766488194
577882,0,0.02472510537888237,0.8290285735473777,0.041981849533133546,0.778102501157718,0.044260105336997736,0.8021800459402043,0.04420904096261163,0.8061995040162265,0.021851893473875426,0.7276685626227429
577890,0,0.02170322328365328,0.6938693077460092,0.016166872827609428,0.8524231041385891,0.038642670498478145,0.8310350859896989,0.03406262580823628,0.7457464088737955,0.02960502899339847,0.7156698382264908
395103,0,0.01861546332619407,0.7216475395096034,0.02411892036966297,0.8718992496485106,0.06333514449457167,0.6257923722571263,0.06404946947318585,0.8048146796145589,0.08902357304954504,0.8562532175763654
545053,0,0.012021413193805976,0.8237802877542876,0.01931483923035267,0.662549486493829,0.028148419725126224,0.9153540027056113,0.04374060455088238,0.848132231548664,0.056348764203627416,0.5242121537767528
577874,0,0.020184965513910896,0.8506686628653909,0.0,0.49615208007225037,0.04579875215260167,0.8032983859368399,0.06595001670002087,0.7110034303248234,0.04771562093276162,0.6519882482534743
545459,0,0.020213935874573128,0.8161042852027021,0.03672851324852965,0.7114567373247883,0.03345813370462721,0.8061826884372341,0.04884907012389869,0.8967644689197398,0.038766708702064175,0.8668906292906946
577825,0,0.029111351540012858,0.7338174821943078,0.02054402232409338,0.7197290037449937,0.04354576808283892,0.6897505978655916,0.13235299888049254,0.6256544179906716,0.12215959601998652,0.837161399615629
394445,0,0.0,0.4767875500901099,0.0,0.41800957806945116,0.0,0.30538179461342996,0.0116080576978214,0.5118937545774741,0.0,0.35088761041865557
690289,0,0.01672955014120228,0.7569679218968489,0.02405877647358106,0.5428287462348917,0.030923005328621165,0.7411094242867623,0.03662540949564865,0.8925576959607121,0.062479607657143554,0.6884549646156639
577833,0,0.04080699204055556,0.807065631816146,0.024381143904034765,0.6832313798302763,0.047169509503111,0.731375321877006,0.04308762662711274,0.7274156777062409,0.055371646215251556,0.6759709756866104
577858,0,0.0,0.09107668887847484,0.0,0.13678879623525267,0.0,0.1859819317673051,0.0,0.24260520694960902,0.0,0.12386412748554436
577866,0,0.019248240066605138,0.9329267341221931,0.021495427081530474,0.891064020287043,0.020732506502478366,0.901880571667283,0.04863235670334879,0.7860357129211404,0.013624765548475864,0.9113155238552426
547083,0,0.028579837645341857,0.8951805674384357,0.033255070771013605,0.8581376951436132,0.03510140359897261,0.8902444029909653,0.04298839111231122,0.8160525501050103,0.028058435409041453,0.8978107854715839
546986,0,0.01641209889334071,0.6766871950547256,0.0,0.41624235380523306,0.0,0.35677032875932235,0.0,0.37346634301638,0.0,0.4318983619103301
395079,0,0.0,0.4777940145776247,0.0,0.4688340362319974,0.0,0.49986010580397205,0.0,0.22045704652069584,0.0,0.4482870176703176
1171354,0,0.01078198733555333,0.8988857166427299,0.016878336912986295,0.7575008752040094,0.02080954185043671,0.7253660525617683,0.04973625729622924,0.8527652876877424,0.008347029063238249,0.8475094604968252
1171396,0,0.04299354432923606,0.8764476391730415,0.03953772843233848,0.8305946553126967,0.02417129078849424,0.8960260564425548,0.037645349713833744,0.9375501856122959,0.012527954920983266,0.9365026550406567
395152,0,0.01297153837773388,0.6324594528998071,0.01263814460826422,0.6258182818685334,0.014122310070995228,0.5473592682243927,0.01981500424688126,0.5436912634835013,0.03500649940655323,0.6009885019374744
395178,0,0.012091235446723166,0.662698592551788,0.030194963921107994,0.6600618228084791,0.03620004393731125,0.8208636546627327,0.07179102409273164,0.5208150316452144,0.04720718091645318,0.5257007540684693
577932,0,0.044163266089743795,0.9136965054497918,0.035549874844781684,0.8730573891381046,0.04875919904972829,0.5362959675399032,0.07831856295322591,0.6630898794554322,0.039849402102565046,0.5783001247424541
1170802,0,0.029598054460986293,0.7143957806955777,0.02524136819777703,0.8768780118825186,0.0317173318081941,0.8229886646208989,0.028366839340232833,0.6854916697165518,0.024212994301213292,0.7973283344020257
544759,0,0.02513615296766272,0.787209441606253,0.03964341727829726,0.57955871677741,0.05835013050210629,0.7679810770916022,0.03292242668992314,0.7507210262660255,0.04480089012475761,0.7955060031238425
1171081,0,0.03542089501770101,0.5071081894371184,0.031488444064043684,0.6619231154395401,0.037573635517315435,0.7996246404909275,0.04999356446454061,0.6832989841667384,0.0,0.3813500304289248
507269,0,0.02572253222909449,0.7038682451943967,0.03509050943055866,0.5700451215373877,0.037814167516807384,0.7172353733320166,0.1053364804908429,0.7008992997379769,0.050117659314296556,0.6629128646518464
690297,0,0.033848849291382474,0.5813299683377875,0.0,0.4735754149756948,0.0,0.4774290213879347,0.0,0.4828040005124773,0.03346757353318035,0.6091368828779078
395111,0,0.02508416083808353,0.8219258612232154,0.021945701713219228,0.8295473576358708,0.02457836841594101,0.8163625916500391,0.036937494785047244,0.8153238945784164,0.05006602060779209,0.7956207018622514
622456,0,0.016902074196674284,0.7973255767201658,0.028210352096790164,0.5982996025507219,0.02904666974521793,0.7428107922335576,0.05376912297496563,0.7317982545614201,0.04530036660004864,0.6317832565672994
1174184,0,0.0,0.311724002907812,0.0,0.25437301201776946,0.0,0.11138787092616327,0.0,0.10143973091737402,0.0,0.1547418831996334
1175603,0,0.0,0.3101881708427382,0.0,0.2556867841382234,0.0,0.13887664194992366,0.0,0.26382903370255045,0.0,0.18187764045541288
1170216,0,0.0,0.2919061601295541,0.0,0.19436891646443938,0.0,0.22356755765942468,0.0,0.10251604231631009,0.0,0.036585757062928194
394353,0,0.0,0.23220469648676367,0.0,0.13291763905126341,0.0,0.10197758093498005,0.0,0.0554107788182666,0.0,0.08803286049065037
1174713,0,0.0,0.3964796927025003,0.0,0.43336498172313503,0.0,0.3840494258285526,0.0,0.1757320179593988,0.0,0.24531353029663508
1174291,0,0.0,0.06238224162479123,0.0,0.054266468917662174,0.0,0.06333058412932903,0.0,0.058033952773840214,0.0,0.215544339511246
690404,0,0.007456489778200019,0.608046147994386,0.0,0.10089721080445421,0.0,0.13348374988727316,0.0,0.4224104593257168,0.0,0.15507385285133632
1173020,0,0.0,0.3045884914387894,0.0,0.18989891947434032,0.0,0.20703117646183203,0.0,0.18966390217916915,0.0,0.029902724651039034
1173426,0,0.0,0.20920839478044317,0.0,0.2791593986992696,0.0,0.16217798993642188,0.0,0.18114860803676486,0.0,0.14850543662214802
1265149,0,0.0,0.28388995995023425,0.026806035636046624,0.5376506043878504,0.0,0.2210862158721077,0.0,0.23701084926121047,0.0,0.1630863805561696
1172782,0,0.01121798325138471,0.9320033200075799,0.009400549503862824,0.7271389009974444,0.023893151446021343,0.8798758520976023,0.012754102343920761,0.7458420576867797,0.010032000143152083,0.8393821383970127
577916,0,0.02462607340279274,0.8050391117801667,0.03128747446143671,0.6452869730297761,0.033082918441357884,0.736671542834636,0.0,0.46612729495117156,0.03620520462801427,0.7163758397862002
1176528,0,0.011414770546528778,0.7147188681392089,0.0,0.2982875836589018,0.0,0.18955335631805575,0.0,0.31750675476265366,0.0,0.19336889006511407
635276,0,0.0,0.34223684194655773,0.0,0.3167612914821386,0.0,0.42034153715037015,0.0,0.24583515311332077,0.0,0.04824877638358106
1173491,0,0.0,0.4295077692159944,0.0,0.37079301646681007,0.0,0.2350112310347295,0.0,0.27956747075008537,0.0,0.1219761463999828
1173699,0,0.0,0.16286321521395944,0.0,0.12052149394363876,0.0,0.06582846978709257,0.0,0.02700430313793819,0.0,0.015990564795465588
1174093,0,0.0,0.317277654031097,0.0,0.20174714353582443,0.0,0.2801242796058905,0.0,0.22488929578329878,0.0,0.2656523060912572
1173939,0,0.0,0.3465055726594952,0.0,0.09664347531530446,0.0,0.11880816182387358,0.0,0.06633421348167297,0.0,0.07411437070324002
1174333,0,0.0,0.3270038670787471,0.0,0.4169652262323824,0.0,0.31422334627099946,0.0,0.3651668021289472,0.0,0.24344612592547782
394437,0,0.0,0.29521007039081154,0.0,0.28628724578678777,0.0,0.14926130508157417,0.0,0.09167388739697267,0.0,0.13713514569859475
734541,0,0.0,0.12307451416858542,0.0,0.2940226028103157,0.0,0.3627168927470923,0.0,0.38257572360989184,0.0,0.11433441196723237
1174267,0,0.0,0.1700357528263549,0.0,0.2835159545316587,0.0,0.06758315967649922,0.0,0.19820766699888612,0.0,0.07388161410851736
577791,0,0.011627821368318563,0.554762477902914,0.0,0.4568317537721691,0.0,0.08675035724063059,0.012751857830289204,0.5846178902392233,0.0,0.28870000448966293
1174614,0,0.011628414204843243,0.5178714433752434,0.007657886421117502,0.7315828887801114,0.0,0.15625139797899965,0.0,0.19343080555321573,0.0,0.13183172747407162
1172543,0,0.0,0.22527807509565012,0.0,0.16832316074525147,0.0,0.2338611857413967,0.0,0.12296413655819108,0.0,0.18814935273709388
1173186,0,0.08500800425294262,0.5097721694998627,0.0,0.3647218059782463,0.0,0.21285717572902899,0.0,0.484685248146017,0.0,0.060424511687516745
544965,0,0.0,0.006911744719342914,0.0,0.01663799244197567,0.0,0.17700875271048422,0.0,0.09059207361671569,0.0,0.03933029483761204
1170729,0,0.03146086103147139,0.60410974724184,0.0,0.3157706748766789,0.0,0.44186736851285485,0.0,0.439080638857075,0.0,0.4583466744973393
1170760,0,0.016697366320276883,0.8160768646910312,0.02555643455954544,0.6966747766447219,0.02576941478104485,0.8567865981175031,0.03142048068911054,0.8533655460029095,0.03580648781549606,0.7420002623822995
395087,0,0.0,0.10857392255083938,0.0,0.32273071564380523,0.028490548529128926,0.5280534112073307,0.0,0.3215561070449351,0.0,0.18361445795464607
